Alter,Zivilstand,Bildungsniveau,Immobilien,Vermögen,Random,Vermögen,Barvermögen,Faktor Aktien,Aktienvermögen,Säule 3a,Lebensversicherung,Pensionskasse,lohn,Bonus Random,Bonus,Zulagen,Schätzung Objekt,
49,76,47,90,-140281.2586,0.934819982,140281.2586,131137.7237,0.006518002,914.3534923,40000,0,0,0,0.014120885,0,0,1724907.287,0.862453643
55,47,90,90,-139961.6849,0.249893695,139961.6849,34975.54264,0.07501063,10498.61423,80000,0,0,0,0.627394739,0,0,1474768.93,0.737384465
67,82,47,90,-139678.2636,0.419270022,139678.2636,58562.90865,0.058072998,8111.535497,100000,0,0,0,0.780838911,0,0,545288.068,0.272644034
26,82,90,90,-139518.9884,0.808697919,139518.9884,112828.7156,0.019130208,2669.027279,0,0,0,0,0.329838879,0,0,1544770.191,0.772385096
46,82,47,90,-138971.5862,0.914717599,138971.5862,127119.7557,0.00852824,1185.18305,40000,0,0,0,0.929520035,0,0,961492.3222,0.480746161
80,90,47,90,-138883.5926,0.524712637,138883.5926,72873.97606,0.047528736,6600.961656,130000,0,0,0,0.649582915,0,0,1292985.571,0.646492785
47,90,76,90,-138267.9784,0.256167029,138267.9784,35419.69726,0.074383297,10284.82811,40000,0,0,0,0.943870612,0,0,35713.98959,0.017856995
87,90,47,90,-138005.0207,0.443121228,138005.0207,61152.9543,0.055687877,7685.206645,130000,0,0,0,0.794458922,0,0,1244534.847,0.622267423
28,90,90,90,-137201.1411,0.643396518,137201.1411,88274.73639,0.035660348,4892.640472,0,0,0,0,0.861890435,0,0,81141.60252,0.040570801
87,90,90,90,-136539.8248,0.921883344,136539.8248,125873.7903,0.007811666,1066.603453,130000,0,0,0,0.657655916,0,0,385947.7239,0.192973862
70,90,90,90,-136349.172,0.594562148,136349.172,81068.0566,0.040543785,5528.111535,130000,0,0,0,0.878131959,0,0,1777166.42,0.88858321
50,90,90,90,-135933.4192,0.997822956,135933.4192,135637.4862,0.000217704,29.59329887,80000,0,0,0,0.818622063,0,0,1359319.105,0.679659552
64,90,90,90,-134280.6399,0.202514907,134280.6399,27193.83127,0.079748509,10708.68087,100000,0,0,0,0.496485913,0,0,43141.86813,0.021570934
64,76,76,76,-134092.3745,0.661798474,134092.3745,88742.12886,0.033820153,4535.024568,100000,0,0,0,0.50905282,0,0,622260.4337,0.311130217
47,90,76,90,-132576.3606,0.62180709,132576.3606,82436.92101,0.037819291,5013.943955,40000,0,0,0,0.08918537,0,0,442256.3786,0.221128189
53,76,90,90,-131865.5904,0.859779223,131865.5904,113375.2949,0.014022078,1849.029559,80000,0,0,0,0.89209577,0,0,52523.20561,0.026261603
59,90,47,76,-131696.7655,0.293592311,131696.7655,38665.15767,0.070640769,9303.160782,80000,0,0,0,0.584314251,0,0,1154415.445,0.577207723
58,47,90,90,-131376.5097,0.105113007,131376.5097,13809.38004,0.089488699,11756.71296,80000,0,0,0,0.21204963,0,0,1209504.802,0.604752401
45,90,47,90,-130720.9914,0.835759256,130720.9914,109251.2784,0.016424074,2146.971292,40000,0,0,0,0.384204797,0,0,1451064.621,0.725532311
74,90,47,90,-130704.2794,0.867639796,130704.2794,113404.2343,0.01323602,1730.00451,130000,0,0,0,0.428672853,0,0,602958.0178,0.301479009
80,90,90,76,-130486.3417,0.98007751,130486.3417,127886.7288,0.001992249,259.9612885,130000,0,0,0,0.050242329,0,0,444135.8579,0.222067929
79,90,90,76,-130135.0494,0.245120696,130135.0494,31898.7939,0.07548793,9823.62555,130000,0,0,0,0.427087056,0,0,948904.4612,0.474452231
73,90,90,90,-129400.7461,0.603724003,129400.7461,78122.33646,0.0396276,5127.840966,130000,0,0,0,0.025419744,0,0,1740333.405,0.870166703
73,47,47,90,-128288.8888,0.287486879,128288.8888,36881.37221,0.071251312,9140.751664,130000,0,0,0,0.142674433,0,0,168927.0571,0.084463529
86,82,47,90,-127875.8646,0.732169794,127875.8646,93626.84541,0.026783021,3424.901915,130000,0,0,0,0.572762179,0,0,1797309.743,0.898654872
68,76,90,90,-127743.8741,0.761271235,127743.8741,97247.73683,0.023872877,3049.613732,100000,0,0,0,0.667848644,0,0,1788552.922,0.894276461
64,82,90,90,-127727.5032,0.907451078,127727.5032,115906.4605,0.009254892,1182.104276,100000,0,0,0,0.824053873,0,0,1956254.277,0.978127139
51,47,90,90,-127118.3692,0.771983084,127118.3692,98133.23062,0.022801692,2898.513854,80000,0,0,0,0.726405244,0,0,1011920.462,0.505960231
43,47,47,90,-127101.9983,0.868103635,127101.9983,110337.7067,0.013189636,1676.429154,40000,0,0,0,0.453113527,0,0,155154.5455,0.077577273
45,76,90,90,-126691.7025,0.143922522,126691.7025,18233.78935,0.085607748,10845.79131,40000,0,0,0,0.174115664,0,0,1517068.764,0.758534382
63,90,47,76,-126004.4655,0.722120674,126004.4655,90990.42964,0.027787933,3501.403589,100000,0,0,0,0.552335118,0,0,1003093.726,0.501546863
81,76,47,90,-125450.2422,0.347474485,125450.2422,43590.75826,0.065252552,8185.948394,130000,0,0,0,0.722745774,0,0,852011.3264,0.426005663
50,47,76,76,-124200.9375,0.009248888,124200.9375,1148.720619,0.099075111,12305.22169,80000,0,0,0,0.643904063,0,0,1250043.137,0.625021569
58,47,47,90,-122127.2896,0.527021528,122127.2896,64363.7108,0.047297847,5776.357882,80000,0,0,0,0.748394264,0,0,696824.4097,0.348412205
65,47,47,90,-121202.6746,0.087082735,121202.6746,10554.66041,0.091291726,11064.80142,100000,0,0,0,0.263022792,0,0,1353205.655,0.676602828
41,82,90,90,-120203.3673,0.721280376,120203.3673,86700.32995,0.027871962,3350.303731,40000,0,0,0,0.386860594,0,0,17132.92155,0.008566461
34,82,90,90,-119650.5082,0.739786074,119650.5082,88515.77968,0.026021393,3113.472849,20000,0,0,0,0.922598391,0,0,118099.0898,0.059049545
37,76,76,90,-119115.0432,0.777876512,119115.0432,92656.79425,0.022212349,2645.824891,20000,0,0,0,0.363134243,0,0,1478696.87,0.739348435
52,76,76,90,-118314.5741,0.721723801,118314.5741,85390.44411,0.02782762,3292.413003,80000,0,0,0,0.117065759,0,0,413043.6646,0.206521832
33,47,47,76,-117626.6551,0.995970681,117626.6551,117152.6998,0.000402932,47.39553232,20000,0,0,0,0.889185277,0,0,463960.5301,0.231980265
87,82,47,90,-117455.1016,0.462442209,117455.1016,54316.19672,0.053755779,6313.890492,130000,0,0,0,0.42588939,0,0,1618761.058,0.809380529
49,47,90,90,-116801.2886,0.079885321,116801.2886,9330.708431,0.092011468,10747.05802,40000,0,0,0,0.476928251,0,0,1418646.908,0.709323454
35,76,90,90,-114761.0647,0.48201633,114761.0647,55316.70717,0.051798367,5944.435749,20000,0,0,0,0.779659336,0,0,931876.1547,0.465938077
37,82,47,90,-113611.3497,0.371183592,113611.3497,42170.6689,0.062881641,7144.068076,20000,0,0,0,0.894125558,0,0,541271.1068,0.270635553
62,82,90,76,-113076.9078,0.676304201,113076.9078,76474.38786,0.03236958,3660.251998,100000,0,0,0,0.455430523,0,0,1327847.052,0.663923526
45,47,90,76,-111664.0647,0.870244178,111664.0647,97175.00211,0.012975582,1448.906255,40000,0,0,0,0.558434515,0,0,564997.3824,0.282498691
42,47,90,90,-111119.9026,0.716139387,111119.9026,79577.33899,0.028386061,3154.256363,40000,0,0,0,0.086337486,0,0,981034.5736,0.490517287
35,76,47,90,-109855.5913,0.776502354,109855.5913,85303.12526,0.022349765,2455.246603,20000,0,0,0,0.481718934,0,0,1905232.733,0.952616367
66,82,47,76,-109495.7724,0.887235163,109495.7724,97148.49955,0.011276484,1234.72729,100000,0,0,0,0.222029839,0,0,900113.399,0.4500567
46,90,90,90,-109465.7591,0.521879212,109465.7591,57127.90414,0.047812079,5233.785499,40000,0,0,0,0.269417769,0,0,1994950.979,0.99747549
48,90,76,76,-109061.9435,0.038910476,109061.9435,4243.652154,0.096108952,10481.82913,40000,0,0,0,0.761509975,0,0,555837.4374,0.277918719
58,90,90,76,-107928.9405,0.107473165,107928.9405,11599.46488,0.089252683,9632.947557,80000,0,0,0,0.595747759,0,0,817461.1366,0.408730568
77,47,90,90,-107884.4321,0.017486519,107884.4321,1886.523136,0.098251348,10599.79089,130000,0,0,0,0.041257767,0,0,76878.35893,0.038439179
51,47,47,90,-107513.1877,0.597473733,107513.1877,64236.30556,0.040252627,4327.688212,80000,0,0,0,0.508812309,0,0,1401476.494,0.700738247
88,76,90,90,-106521.7248,0.066627832,106521.7248,7097.311582,0.093337217,9942.441319,130000,0,0,0,0.507842645,0,0,1035491.217,0.517745609
27,82,47,90,-106270.7042,0.346493932,106270.7042,36822.15418,0.065350607,6944.855006,0,0,0,0,0.414610622,0,0,1462876.427,0.731438214
70,47,47,76,-106167.5334,0.225874814,106167.5334,23980.57182,0.077412519,8218.696161,130000,0,0,0,0.96586688,0,0,1510836.929,0.755418465
58,76,90,76,-106079.0282,0.508813849,106079.0282,53974.47861,0.049118615,5210.454962,80000,0,0,0,0.621746908,0,0,262973.8302,0.131486915
48,47,47,90,-105858.1915,0.590649184,105858.1915,62525.05445,0.040935082,4333.31371,40000,0,0,0,0.668291203,0,0,1973449.886,0.986724943
59,47,90,90,-105270.2032,0.885595148,105270.2032,93226.78121,0.011440485,1204.342201,80000,0,0,0,0.610718492,0,0,1081121.673,0.540560837
38,82,90,90,-104698.4153,0.859921541,104698.4153,90032.42264,0.014007846,1466.599263,20000,0,0,0,0.974426383,0,0,755377.6251,0.377688813
58,47,47,76,-104640.0939,0.780376126,104640.0939,81658.63107,0.021962387,2298.146285,80000,0,0,0,0.231725567,0,0,1823427.723,0.911713862
84,90,90,90,-104479.1134,0.767998945,104479.1134,80239.84884,0.023200105,2423.926452,130000,0,0,0,0.830033771,0,0,785837.1753,0.392918588
38,82,90,90,-103021.4207,0.259104323,103021.4207,26693.29552,0.074089568,7632.81252,20000,0,0,0,0.645902888,0,0,1047645.096,0.523822548
25,76,47,76,-100393.2084,0.319707812,100393.2084,32096.49299,0.068029219,6829.671542,0,0,0,0,0.912014005,0,0,1926304.677,0.963152339
34,76,90,76,-100092.052,0.223506906,100092.052,22371.26488,0.077649309,7772.07871,20000,0,0,0,0.491233297,0,0,764211.4353,0.382105718
41,82,90,90,-99176.3045,0.93518911,99176.3045,92748.59993,0.006481089,642.7704577,40000,0,0,0,0.007237108,0,0,1545697.815,0.772848907
53,82,90,90,-98948.13502,0.268394678,98948.13502,26557.15285,0.073160532,7239.098217,80000,0,0,0,0.968227107,0,0,875869.2888,0.437934644
29,47,90,90,-98292.95777,0.348902895,98292.95777,34294.69755,0.06510971,6399.826022,0,0,0,0,0.835062267,0,0,1216480.799,0.6082404
28,82,47,76,-97724.75096,0.536161553,97724.75096,52396.25419,0.046383845,4532.849677,0,0,0,0,0.783275858,0,0,1428737.822,0.714368911
71,47,90,90,-96479.53902,0.807253916,96479.53902,77883.48569,0.019274608,1859.605333,130000,0,0,0,0.021777414,0,0,1974500.187,0.987250094
85,47,90,90,-95972.04098,0.555888763,95972.04098,53349.77917,0.044411124,4262.226181,130000,0,0,0,0.482861747,0,0,1993530.593,0.996765296
30,90,76,90,-95198.8568,0.9232484,95198.8568,87892.19217,0.00767516,730.6664624,20000,0,0,0,0.527715689,0,0,1563466.094,0.781733047
29,82,90,76,-94344.15915,0.741363947,94344.15915,69943.35823,0.025863605,2440.080092,0,0,0,0,0.332301279,0,0,640543.4576,0.320271729
42,82,47,90,-93827.45247,0.561617109,93827.45247,52695.10256,0.043838289,4113.234991,40000,0,0,0,0.984996368,0,0,1018868.123,0.509434061
90,82,76,90,-92991.51316,0.132187938,92991.51316,12292.35638,0.086781206,8069.915678,130000,0,0,0,0.364198271,0,0,116613.2493,0.058306625
30,47,90,76,-92089.4081,0.401400242,92089.4081,36964.71071,0.059859976,5512.469739,20000,0,0,0,0.684079765,0,0,1017175.48,0.50858774
71,90,76,90,-91135.29131,0.444069906,91135.29131,40470.44026,0.055593009,5066.485105,130000,0,0,0,0.998377377,0,0,250604.0244,0.125302012
84,47,90,76,-89992.56806,0.043232059,89992.56806,3890.563986,0.095676794,8610.200408,130000,0,0,0,0.31241844,0,0,1871239.479,0.935619739
63,47,76,90,-89155.94663,0.218476759,89155.94663,19478.50228,0.078152324,6967.744434,100000,0,0,0,0.486865645,0,0,1184451.584,0.592225792
73,47,76,90,-89046.4662,0.354279463,89046.4662,31547.33423,0.064572054,5749.913197,130000,0,0,0,0.400323699,0,0,1156616.132,0.578308066
46,47,90,90,-88854.79019,0.105487727,88854.79019,9373.089877,0.089451227,7948.170032,40000,0,0,0,0.683359023,0,0,598238.1559,0.299119078
76,82,90,90,-88608.88556,0.458028845,88608.88556,40585.4255,0.054197116,4802.346007,130000,0,0,0,0.814517776,0,0,731203.5331,0.365601767
82,47,47,90,-88335.69609,0.076337779,88335.69609,6743.350819,0.092366222,8159.234527,130000,0,0,0,0.36132932,0,0,1154833.501,0.57741675
55,82,47,90,-88171.98704,0.267609841,88171.98704,23595.69141,0.073239016,6457.629564,80000,0,0,0,0.640758452,0,0,685047.0867,0.342523543
66,47,47,90,-88158.34462,0.350929207,88158.34462,30937.33799,0.064907079,5722.100663,100000,0,0,0,0.959101112,0,0,1028789.304,0.514394652
80,76,90,76,-87790.34033,0.167853278,87790.34033,14735.89639,0.083214672,7305.444394,130000,0,0,0,0.975779367,0,0,997150.6649,0.498575332
36,47,90,76,-87151.19293,0.544016384,87151.19293,47411.67682,0.045598362,3973.951611,20000,0,0,0,0.216431659,0,0,1790140.378,0.895070189
33,90,90,90,-86866.06634,0.511172859,86866.06634,44403.57548,0.048882714,4246.249086,20000,0,0,0,0.996152448,0,0,803863.4708,0.401931735
66,90,90,90,-86147.7929,0.732830663,86147.7929,63131.7442,0.026716934,2301.60487,100000,0,0,0,0.830170023,0,0,417764.087,0.208882043
47,90,76,76,-85202.37316,0.781178297,85202.37316,66558.24477,0.02188217,1864.412839,40000,0,0,0,0.352701319,0,0,1661055.465,0.830527733
41,90,90,90,-85121.37128,0.40850243,85121.37128,34772.28703,0.059149757,5034.908425,40000,0,0,0,0.938855805,0,0,890803.4049,0.445401702
80,90,47,90,-84152.5889,0.757228231,84152.5889,63722.71606,0.024277177,2042.987284,130000,0,0,0,0.573885823,0,0,323177.7429,0.161588871
89,90,47,90,-84139.28754,0.696356773,84139.28754,58590.96277,0.030364323,2554.832476,130000,0,0,0,0.12666709,0,0,1390589.27,0.695294635
30,90,90,90,-82639.3034,0.313751118,82639.3034,25928.17387,0.068624888,5671.112953,20000,0,0,0,0.586008514,0,0,924896.2847,0.462448142
50,90,76,90,-82639.3034,0.284101253,82639.3034,23477.92963,0.071589875,5916.137377,80000,0,0,0,0.353220837,0,0,1982195.271,0.991097635
41,47,76,90,-82025.56501,0.048241724,82025.56501,3957.054701,0.095175828,7806.851031,40000,0,0,0,0.769313899,0,0,1465505.198,0.732752599
78,90,47,90,-81413.19086,0.049670046,81413.19086,4043.796954,0.095032995,7736.93939,130000,0,0,0,0.27735973,0,0,1619544.407,0.809772204
69,90,47,90,-81240.61424,0.200373657,81240.61424,16278.47894,0.079962634,6496.213529,100000,0,0,0,0.795994932,0,0,1383501.88,0.69175094
62,47,47,90,-80550.30776,0.559131786,80550.30776,45038.23744,0.044086821,3551.207032,100000,0,0,0,0.412149407,0,0,733529.6943,0.366764847
50,47,90,90,-80311.90646,0.33294764,80311.90646,26739.65975,0.066705236,5357.224671,80000,0,0,0,0.801636202,0,0,1546985.155,0.773492578
68,90,47,76,-80192.87634,0.806881511,80192.87634,64706.14927,0.019311849,1548.672707,100000,0,0,0,0.856959285,0,0,546487.5166,0.273243758
50,82,90,76,-79624.15793,0.779214673,79624.15793,62044.31219,0.022078533,1757.984574,80000,0,0,0,0.018465748,0,0,452974.1371,0.226487069
25,47,76,90,-79611.0271,0.547025125,79611.0271,43549.23207,0.045297487,3606.179503,0,0,0,0,0.257194011,0,0,1386435.911,0.693217955
56,82,90,90,-78687.77629,0.022736372,78687.77629,1789.074531,0.097726363,7689.870176,80000,0,0,0,0.872028122,0,0,403335.912,0.201667956
48,90,90,90,-78398.21592,0.647943762,78398.21592,50797.63495,0.035205624,2760.058097,40000,0,0,0,0.146121565,0,0,918700.2054,0.459350103
74,82,47,90,-78214.04324,0.148409815,78214.04324,11607.73168,0.085159019,6660.631157,130000,0,0,0,0.592951317,0,0,1922106.233,0.961053117
86,82,76,90,-76640.90163,0.230499834,76640.90163,17665.71512,0.076950017,5897.51865,130000,0,0,0,0.402213453,0,0,1958601.597,0.979300799
67,47,90,90,-76353.38761,0.990546712,76353.38761,75631.59701,0.000945329,72.17905979,100000,0,0,0,0.347427334,0,0,480121.6726,0.240060836
75,76,90,90,-76288.07452,0.039804359,76288.07452,3036.597931,0.096019564,7325.147659,130000,0,0,0,0.03743201,0,0,770795.0575,0.385397529
88,90,47,90,-76066.04413,0.944033726,76066.04413,71808.91108,0.005596627,425.7133049,130000,0,0,0,0.528883745,0,0,233449.2921,0.116724646
85,82,90,90,-75805.30337,0.941291976,75805.30337,71354.92378,0.005870802,445.0379588,130000,0,0,0,0.235572836,0,0,1495843.183,0.747921592
61,82,90,90,-75766.25194,0.234926461,75766.25194,17799.49745,0.076507354,5796.675449,100000,0,0,0,0.543079479,0,0,1663690.198,0.831845099
27,47,90,90,-75727.02998,0.231222086,75727.02998,17509.76184,0.076877791,5821.726814,0,0,0,0,0.529655796,0,0,1849221.166,0.924610583
87,76,90,90,-75505.68171,0.681898291,75505.68171,51487.19532,0.031810171,2401.848638,130000,0,0,0,0.515676476,0,0,1767004.18,0.88350209
59,82,90,76,-75453.49945,0.043606824,75453.49945,3290.287496,0.095639318,7216.321195,80000,0,0,0,0.048503526,0,0,1755580.808,0.877790404
34,82,47,76,-74712.03389,0.902729343,74712.03389,67444.7453,0.009727066,726.7288593,20000,0,0,0,0.52693014,0,0,135448.5318,0.067724266
34,47,90,90,-74569.30007,0.373835306,74569.30007,27876.63708,0.062616469,4669.266299,20000,0,0,0,0.389336815,0,0,921507.4744,0.460753737
53,90,90,76,-72821.53547,0.40468226,72821.53547,29469.58354,0.059531774,4335.195193,80000,0,0,0,0.514333371,0,0,470469.9969,0.235234998
63,47,47,76,-72485.93192,0.283981552,72485.93192,20584.66742,0.071601845,5190.12645,100000,0,0,0,0.531685688,0,0,911877.5743,0.455938787
53,76,90,90,-72086.55006,0.078447444,72086.55006,5655.005586,0.092155256,6643.154448,80000,0,0,0,0.174095852,0,0,35508.45792,0.017754229
35,76,90,90,-71970.58949,0.962097392,71970.58949,69242.71644,0.003790261,272.7873045,20000,0,0,0,0.53759702,0,0,1221907.806,0.610953903
49,90,90,90,-71739.0094,0.493399342,71739.0094,35395.98007,0.050660066,3634.302933,40000,0,0,0,0.785167507,0,0,947603.7176,0.473801859
36,90,76,76,-71404.59957,0.405524634,71404.59957,28956.32412,0.059447537,4244.827544,20000,0,0,0,0.222428354,0,0,524774.8268,0.262387413
58,82,90,90,-71057.91155,0.463311967,71057.91155,32921.98075,0.053668803,3813.59308,80000,0,0,0,0.102506934,0,0,484961.7454,0.242480873
30,82,90,90,-71032.16149,0.299651867,71032.16149,21284.91981,0.070034813,4974.724168,20000,0,0,0,0.367467885,0,0,1719643.415,0.859821707
71,47,47,90,-70467.87687,0.586210754,70467.87687,41309.02723,0.041378925,2915.884963,130000,0,0,0,0.440248934,0,0,1358975.706,0.679487853
73,47,47,90,-70378.17795,0.152636415,70378.17795,10742.27275,0.084736359,5963.590521,130000,0,0,0,0.476874988,0,0,207865.9354,0.103932968
58,47,90,76,-70109.25174,0.780581212,70109.25174,54725.96468,0.021941879,1538.328706,80000,0,0,0,0.192449252,0,0,624494.1269,0.312247063
56,90,90,90,-67749.96564,0.762140632,67749.96564,51635.00165,0.023785937,1611.496399,80000,0,0,0,0.716929005,0,0,1453499.569,0.726749784
88,90,47,90,-67610.30136,0.176828913,67610.30136,11955.45609,0.082317109,5565.484526,130000,0,0,0,0.869420675,0,0,559718.6965,0.279859348
76,76,76,90,-67318.18303,0.226982579,67318.18303,15280.05479,0.077301742,5203.812823,130000,0,0,0,0.582181328,0,0,310687.5373,0.155343769
49,82,76,90,-67090.01354,0.104266792,67090.01354,6995.260463,0.089573321,6009.475308,40000,0,0,0,0.796698679,0,0,1107568.432,0.553784216
48,47,76,90,-67064.43401,0.412121101,67064.43401,27638.66837,0.05878789,3942.576564,40000,0,0,0,0.19805938,0,0,800972.5996,0.4004863
81,76,47,90,-67064.43401,0.25300982,67064.43401,16967.96035,0.074699018,5009.647365,130000,0,0,0,0.482193586,0,0,343464.9416,0.171732471
78,82,76,90,-67013.78652,0.755321335,67013.78652,50616.94273,0.024467866,1639.684379,130000,0,0,0,0.185885743,0,0,977424.1117,0.488712056
80,82,90,90,-66722.35031,0.255328001,66722.35031,17036.08431,0.0744672,4968.6266,130000,0,0,0,0.198969232,0,0,1269674.204,0.634837102
47,47,76,90,-65723.04301,0.30897524,65723.04301,20306.79296,0.069102476,4541.625005,40000,0,0,0,0.255760368,0,0,1257948.611,0.628974306
55,90,90,90,-65003.74639,0.510954743,65003.74639,33213.97252,0.048904526,3178.977387,80000,0,0,0,0.382733137,0,0,1736297.888,0.868148944
50,76,90,90,-64814.79886,0.759764772,64814.79886,49244.00088,0.024023523,1557.079798,80000,0,0,0,0.205424185,0,0,1371233.324,0.685616662
48,47,76,76,-64739.25396,0.958512765,64739.25396,62053.40131,0.004148724,268.5852648,40000,0,0,0,0.236877606,0,0,887984.4871,0.443992244
72,76,47,90,-64739.25396,0.008052588,64739.25396,521.3185287,0.099194741,6421.793543,130000,0,0,0,0.944843183,0,0,1127528.302,0.563764151
85,76,76,90,-64663.70905,0.614650305,64663.70905,39745.56848,0.03853497,2491.814057,130000,0,0,0,0.284865391,0,0,52965.03755,0.026482519
64,90,47,76,-64273.53583,0.511750741,64273.53583,32892.02958,0.048824926,3138.150625,100000,0,0,0,0.244767877,0,0,1879595.908,0.939797954
29,82,47,76,-64160.30374,0.866140678,64160.30374,55571.84901,0.013385932,858.8454726,0,0,0,0,0.406654622,0,0,739412.5367,0.369706268
68,76,47,90,-64097.5486,0.150083478,64097.5486,9619.983,0.084991652,5447.75656,100000,0,0,0,0.698619267,0,0,1180492.77,0.590246385
89,76,90,76,-63394.28182,0.665124421,63394.28182,42165.08498,0.033487558,2122.919685,130000,0,0,0,0.625212176,0,0,1042379.152,0.521189576
87,47,76,76,-63381.66259,0.319984436,63381.66259,20281.14556,0.068001556,4310.051703,130000,0,0,0,0.810410804,0,0,522273.5235,0.261136762
28,47,47,76,-63256.15232,0.148733479,63256.15232,9408.307602,0.085126652,5384.784471,0,0,0,0,0.032578664,0,0,65960.21255,0.032980106
76,76,90,90,-62491.83571,0.854961845,62491.83571,53428.13512,0.014503816,906.3700582,130000,0,0,0,0.183819753,0,0,1047740.276,0.523870138
59,76,90,90,-62441.87034,0.432194172,62441.87034,26987.01242,0.056780583,3545.485792,80000,0,0,0,0.417220175,0,0,554578.966,0.277289483
42,90,47,90,-62304.25242,0.647307726,62304.25242,40330.02397,0.035269227,2197.422845,40000,0,0,0,0.223428556,0,0,22278.04944,0.011139025
30,82,47,76,-61841.77437,0.035422108,61841.77437,2190.566018,0.096457789,5965.120835,20000,0,0,0,0.625072374,0,0,985119.5483,0.492559774
50,76,76,90,-61429.77327,0.540935517,61429.77327,33229.54614,0.045906448,2820.022713,80000,0,0,0,0.201988759,0,0,1694162.568,0.847081284
67,82,76,90,-61329.84254,0.750968661,61329.84254,46056.78972,0.024903134,1527.305282,100000,0,0,0,0.378285832,0,0,904597.0186,0.452298509
69,47,47,76,-60943.42098,0.017767797,60943.42098,1082.830323,0.09822322,5986.059065,100000,0,0,0,0.202746025,0,0,267546.323,0.133773161
84,76,47,90,-60731.6224,0.297771301,60731.6224,18084.13422,0.07022287,4264.748818,130000,0,0,0,0.442347694,0,0,792407.7988,0.396203899
28,47,90,90,-59562.63749,0.474225236,59562.63749,28246.10582,0.052577476,3131.653167,0,0,0,0,0.659964334,0,0,302739.0832,0.151369542
72,82,90,90,-59537.9106,0.365672314,59537.9106,21771.36555,0.063432769,3776.654505,130000,0,0,0,0.970897598,0,0,1407818.324,0.703909162
73,82,47,90,-59326.79414,0.37129505,59326.79414,22027.745,0.062870495,3729.904915,130000,0,0,0,0.3681714,0,0,1113339.179,0.556669589
82,90,90,90,-59202.81865,0.798083501,59202.81865,47248.79279,0.02019165,1195.402585,130000,0,0,0,0.8283338,0,0,1996568.428,0.998284214
63,76,90,76,-58929.97024,0.002866624,58929.97024,168.9300625,0.099713338,5876.104017,100000,0,0,0,0.835771524,0,0,1152900.647,0.576450323
79,82,90,90,-58645.01418,0.154898897,58645.01418,9084.048007,0.08451011,4956.096617,130000,0,0,0,0.103363223,0,0,1375391.524,0.687695762
84,90,90,90,-58038.60859,0.534308264,58038.60859,31010.50819,0.046569174,2702.810039,130000,0,0,0,0.233419022,0,0,1808661.983,0.904330991
55,76,47,90,-57815.89607,0.019604336,57815.89607,1133.442274,0.098039566,5668.24538,80000,0,0,0,0.766021744,0,0,1305470.409,0.652735205
38,47,47,90,-57556.51955,0.276314079,57556.51955,15903.67667,0.072368592,4165.284288,20000,0,0,0,0.584361127,0,0,1167509.297,0.583754648
30,76,47,90,-56655.94927,0.264076571,56655.94927,14961.50883,0.073592343,4169.444044,20000,0,0,0,0.163471324,0,0,258170.7175,0.129085359
41,76,47,90,-55732.69846,0.553157031,55732.69846,30828.93402,0.044684297,2490.376444,40000,0,0,0,0.778025496,0,0,1634247.893,0.817123947
37,76,47,90,-55106.17029,0.094664917,55106.17029,5216.621035,0.090533508,4988.954926,20000,0,0,0,0.957500502,0,0,1443727.099,0.721863549
57,90,90,76,-54860.77725,0.069728076,54860.77725,3825.336442,0.093027192,5103.544081,80000,0,0,0,0.768232989,0,0,328055.3989,0.164027699
79,90,90,90,-54370.33224,0.664503261,54370.33224,36129.26307,0.033549674,1824.106916,130000,0,0,0,0.233190776,0,0,1643535.213,0.821767607
51,47,76,90,-53794.79262,0.399604755,53794.79262,21496.65494,0.060039524,3229.813768,80000,0,0,0,0.299642648,0,0,1414292.478,0.707146239
74,82,90,90,-53721.46461,0.015176829,53721.46461,815.3214757,0.098482317,5290.614313,130000,0,0,0,0.556882432,0,0,315060.6663,0.157530333
88,47,47,90,-53696.90825,0.004625392,53696.90825,248.3692464,0.099537461,5344.853901,130000,0,0,0,0.644955055,0,0,1766963.899,0.883481949
70,82,76,90,-53256.59913,0.250750658,53256.59913,13354.12729,0.074924934,3990.247184,130000,0,0,0,0.910513049,0,0,1471579.03,0.735789515
76,82,47,90,-53256.59913,0.139649031,53256.59913,7437.232476,0.086035097,4581.936665,130000,0,0,0,0.566256345,0,0,1201818.99,0.600909495
80,82,76,90,-52987.84345,0.874230944,52987.84345,46323.61242,0.012576906,666.4231025,130000,0,0,0,0.118127356,0,0,1959085.836,0.979542918
37,47,47,90,-52865.74378,0.518179649,52865.74378,27393.95256,0.048182035,2547.179122,20000,0,0,0,0.308567183,0,0,858776.955,0.429388477
81,76,90,90,-52755.9223,0.16157033,52755.9223,8523.791778,0.083842967,4423.213052,130000,0,0,0,0.825191413,0,0,195005.1692,0.097502585
61,76,47,76,-52548.55751,0.99486621,52548.55751,52278.78425,0.000513379,26.97732597,100000,0,0,0,0.485091551,0,0,535195.4877,0.267597744
66,76,47,90,-52085.05627,0.54675675,52085.05627,28477.85608,0.045324325,2360.720019,100000,0,0,0,0.190733403,0,0,632492.1394,0.31624607
47,82,90,90,-51792.76741,0.365263109,51792.76741,18917.98727,0.063473689,3287.478014,40000,0,0,0,0.37751471,0,0,767986.8529,0.383993426
